Siruta,Localitate,Alimentara,Textila,Lemnului,ChimicaFarmaceutica,Metalurgica,ConstructiiMasini,CalculatoareElectronica,Mobila,Energetica
133161,Filipestii De Padure,4.16412403E8,7211420.0,1.962948E7,7.5803781E7,2160578.0,8046124.0,0.0,0.0,0.0
10293,Buteni,1298197.0,132087.0,4750053.0,0.0,0.0,0.0,0.0,596428.0,0.0
108598,Repedea,0.0,0.0,598421.0,0.0,0.0,0.0,0.0,0.0,0.0
116796,Fantanele,7986290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43073,Dudesti,0.0,165749.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67648,Gura Sutii,0.0,5078284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141376,Hereclean,493634.0,126500.0,585630.0,0.0,0.0,0.0,0.0,6216704.0,0.0
108614,Rona De Jos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26699,Oras Alesd,9481476.0,1.50790534E8,610793.0,0.0,111755.0,0.0,0.0,617127.0,3750332.0
174156,Vladesti,5408288.0,0.0,1028594.0,1177765.0,0.0,0.0,0.0,736502.0,0.0
2130,Albac,0.0,0.0,2245866.0,0.0,0.0,0.0,0.0,0.0,0.0
149584,Musenita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34903,Sintereag,1059220.0,693283.0,176314.0,0.0,0.0,0.0,0.0,0.0,0.0
157781,Moravita,0.0,0.0,2403.0,0.0,0.0,0.0,0.0,0.0,0.0
75864,Cavadinesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108632,Rona De Sus,989439.0,1376378.0,1389866.0,0.0,0.0,0.0,0.0,0.0,0.0
125016,Vanatori-Neamt,0.0,2955346.0,2.8028087E7,0.0,0.0,7913652.0,0.0,0.0,0.0
165979,Stanilesti,0.0,1882775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67675,Hulubesti,95383.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133214,Filipestii De Targ,2.1808222E7,621665.0,5511021.0,0.0,0.0,0.0,5.191598E7,0.0,0.0
18527,Rucar,1.370537E7,0.0,1.1616639E7,0.0,0.0,983123.0,0.0,5871987.0,0.0
51305,Bania,2181582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10346,Carand,0.0,0.0,106592.0,0.0,0.0,0.0,0.0,0.0,0.0
59498,Sanmartin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43117,Frecatei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26742,Astileu,230798.0,4620531.0,55454.0,0.0,0.0,0.0,0.0,0.0,1238807.0
84086,Ciumani,0.0,24465.0,7.3486029E7,0.0,0.0,0.0,0.0,0.0,0.0
18554,Salatrucu,0.0,0.0,2604286.0,0.0,0.0,0.0,0.0,0.0,0.0
108669,Rozavlea,1288728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116867,Galesti,1740883.0,0.0,274002.0,1421850.0,0.0,0.0,0.0,0.0,0.0
51332,Bautar,0.0,0.0,1980211.0,0.0,0.0,0.0,0.0,0.0,0.0
125061,Zanesti,0.0,36793.0,128785.0,0.0,0.0,0.0,0.0,72204.0,0.0
10373,Cermei,0.0,0.0,420681.0,0.0,0.0,0.0,0.0,0.0,0.0
141447,Hida,439630.0,0.0,8651475.0,6.0553057E7,0.0,0.0,399509.0,0.0,0.0
84102,Carta,0.0,183489.0,1485644.0,0.0,0.0,0.0,0.0,5117736.0,0.0
157834,Mosnita Noua,1.3742065E7,1.7935731E7,7119352.0,3998800.0,0.0,192408.0,0.0,249253.0,5000.0
174218,Voicesti,115596.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75917,Certesti,3933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18581,Sapata,1071864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149655,Ostra,0.0,0.0,3336811.0,0.0,0.0,0.0,0.0,0.0,0.0
67737,I. L. Caragiale,2062533.0,0.0,94172.0,0.0,0.0,1925069.0,0.0,0.0,0.0
108696,Ruscova,284422.0,0.0,353369.0,0.0,0.0,0.0,0.0,530131.0,0.0
133278,Fantanele,874284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100521,Municipiul Giurgiu,2.1384006E7,1.04444216E8,1.6579894E7,1.2240443E7,5210741.0,7.4683834E7,7013481.0,1.9114305E7,7.2911634E7
34985,Teaca,1.6110476E7,0.0,2657556.0,0.0,0.0,0.0,0.0,2239972.0,0.0
108712,Satulung,1065399.0,2806242.0,8.9116184E7,0.0,6500.0,0.0,0.0,0.0,0.0
125098,Dochia,12129.0,0.0,787763.0,0.0,0.0,0.0,0.0,0.0,0.0
166057,Stefan Cel Mare,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43180,Galbenu,957800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1530958.0
174254,Voineasa,541771.0,0.0,1.0384534E7,0.0,0.0,1136863.0,0.0,0.0,0.0
75953,Corod,1566192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125105,Ruginoasa,0.0,0.0,0.0,377246.0,0.0,0.0,0.0,0.0,0.0
149682,Panaci,0.0,0.0,2398959.0,0.0,0.0,0.0,0.0,0.0,0.0
10417,Chisindia,0.0,0.0,1837939.0,0.0,0.0,0.0,0.0,0.0,0.0
26804,Municipiul Beius,1.1120511E7,3.0297686E7,4736233.0,0.0,0.0,1879097.0,0.0,1015392.0,0.0
84148,Corbu,2021882.0,0.0,1346427.0,0.0,0.0,0.0,0.0,0.0,0.0
51387,Berliste,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125114,Ghindaoani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67773,Lucieni,1267399.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59586,Sanpaul,395796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125123,Valeni,385238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100549,Slobozia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157898,Nadrag,0.0,0.0,1958462.0,0.0,0.0,0.0,0.0,26168.0,0.0
116938,Ganesti,43118.0,0.0,0.0,0.0,0.0,0.0,0.0,428561.0,0.0
125132,Draganesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84175,Corund,461662.0,0.0,1777719.0,211697.0,0.0,0.0,0.0,0.0,0.0
133330,Floresti,147715.0,0.0,0.0,0.0,595018.0,4.4349002E7,0.0,0.0,0.0
174290,Zatreni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125141,Pancesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10453,Conop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26840,Oras Stei,2.96204652E8,1.9667896E7,4864760.0,0.0,279497.0,2027285.0,0.0,0.0,0.0
141535,Horoatu Crasnei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125150,Gadinti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100576,Oras Buftea,3.14988411E8,8749747.0,4.9849536E7,785.0,2888662.0,0.0,0.0,0.0,100833.0
157923,Nitchidorf,146381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76004,Corni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103616.0,0.0
43242,Gemenele,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18670,Schitu Golesti,0.0,221744.0,0.0,0.0,562557.0,4.4070348E7,0.0,0.0,0.0
35054,Telciu,593808.0,0.0,1.834118E7,0.0,0.0,0.0,0.0,0.0,0.0
125169,Negresti,194.0,0.0,9378.0,0.0,0.0,0.0,0.0,627980.0,0.0
116983,Gheorghe Doja,1408323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51449,Berzasca,0.0,703606.0,53258.0,0.0,0.0,0.0,0.0,0.0,0.0
67835,Ludesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108794,Sacalaseni,15162.0,0.0,188531.0,23953.0,0.0,0.0,0.0,530310.0,0.0
125178,Boghicea,0.0,604305.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149753,Paltinoasa,1861339.0,0.0,5110919.0,0.0,0.0,0.0,0.0,0.0,0.0
166137,Suletea,399539.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26877,Municipiul Marghita,264493.0,1.05327462E8,40834.0,22937.0,0.0,2086584.0,0.0,6529250.0,0.0
100610,Municipiul Oltenita,2.8718722E7,1.683417E7,2314140.0,4814637.0,6.2491143E7,1.04269065E8,0.0,24403.0,3372507.0
2309,Almasu Mare,0.0,0.0,2636438.0,0.0,0.0,0.0,0.0,0.0,0.0
59657,Suatu,277076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76040,Cosmesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84237,Danesti,47928.0,655824.0,2891034.0,0.0,0.0,0.0,0.0,0.0,0.0
141580,Ileanda,3575166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43279,Gradistea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133394,Fulga,873018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10514,Covasint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35090,Tiha Bargaului,0.0,0.0,1.0345403E7,0.0,0.0,0.0,2497509.0,0.0,0.0
157969,Ohaba Lunga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149780,Partestii De Jos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100638,Mitreni,19803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10532,Craiva,415417.0,0.0,409344.0,0.0,0.0,0.0,0.0,0.0,0.0
166182,Tanacu,0.0,0.0,124344.0,0.0,0.0,0.0,0.0,0.0,0.0
26920,Oras Nucet,334183.0,0.0,399840.0,0.0,0.0,0.0,0.0,0.0,0.0
84264,Dealu,3700734.0,0.0,1.8408352E7,0.0,0.0,0.0,0.0,0.0,0.0
51500,Berzovia,9.1576055E7,0.0,365665.0,0.0,0.0,0.0,0.0,0.0,0.0
59693,Tritenii De Jos,8526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43313,Gropeni,0.0,104314.0,51728.0,0.0,0.0,0.0,0.0,0.0,0.0
117042,Ghindari,0.0,0.0,2314789.0,0.0,0.0,0.0,0.0,0.0,0.0
18741,Slobozia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133429,Gherghita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158010,Ortisoara,47195.0,1.3946637E7,251078.0,478437.0,0.0,0.0,0.0,0.0,19607.0
43331,Oras Ianca,1.1150489E8,311200.0,41600.0,0.0,0.0,0.0,0.0,159595.0,0.0
67906,Lunguletu,503098.0,0.0,0.0,185389.0,0.0,0.0,0.0,1999578.0,20880.0
100683,Municipiul Urziceni,1.42434897E8,2.90232852E8,18290.0,0.0,0.0,5966168.0,9858468.0,1269591.0,2.5434176E7
108874,Sacel,192413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149833,Patrauti,0.0,215575.0,199691.0,0.0,0.0,0.0,0.0,0.0,0.0
2381,Arieseni,0.0,0.0,89322.0,0.0,0.0,0.0,0.0,0.0,0.0
76111,Costache Negri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35152,Tarlisua,0.0,235.0,5800.0,0.0,0.0,0.0,0.0,0.0,0.0
149851,Poiana Stampei,0.0,0.0,1.389161E7,0.0,0.0,0.0,0.0,0.0,0.0
166235,Tacuta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18778,Stalpeni,0.0,0.0,89516.0,0.0,0.0,0.0,0.0,20798.0,0.0
51546,Bolvasnita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108892,Oras Salistea De Sus,275500.0,0.0,1.547427E7,0.0,0.0,0.0,0.0,0.0,209163.0
26975,Municipiul Salonta,5.0025354E7,1.5292712E7,1.06727007E8,0.0,0.0,4.563943E7,0.0,1.98585255E8,1.595329E7
100709,Ciocarlia,0.0,0.0,0.0,0.0,0.0,231000.0,0.0,0.0,0.0
67942,Malu Cu Flori,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76139,Cuca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158065,Peciu Nou,1871851.0,373177.0,444983.0,0.0,0.0,0.0,0.0,0.0,0.0
59764,Tureni,4508981.0,0.0,0.0,0.0,0.0,68347.0,0.0,0.0,0.0
51573,Bozovici,410087.0,0.0,2.5369469E7,0.0,0.0,0.0,0.0,0.0,0.0
108918,Salsig,4913998.0,0.0,0.0,0.0,0.0,0.0,0.0,1672059.0,0.0
117113,Glodeni,161079.0,0.0,1.2412716E7,0.0,0.0,0.0,0.0,0.0,0.0
84344,Ditrau,0.0,949604.0,1.3621475E7,0.0,0.0,0.0,0.0,0.0,0.0
76157,Cudalbi,149615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27007,Oras Vascau,2803525.0,63769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100736,Manasia,245363.0,135139.0,0.0,0.0,0.0,0.0,0.0,117535.0,0.0
133508,Gorgota,5202487.0,665442.0,1140889.0,0.0,0.0,0.0,0.0,0.0,0.0
76175,Draguseni,0.0,302665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108945,Sapanta,0.0,0.0,878574.0,0.0,0.0,0.0,0.0,0.0,0.0
43411,Oras Insuratei,213331.0,0.0,5775.0,0.0,0.0,0.0,0.0,0.0,0.0
100754,Adancata,141185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92569,Municipiul Calarasi,2.67437764E8,1.0373968E8,2.60749379E8,0.0,2.8140696E8,284525.0,129462.0,2513240.0,972450.0
141722,Ip,2794844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10649,Dezna,0.0,0.0,39641.0,0.0,0.0,0.0,0.0,2462.0,0.0
84380,Darjiu,72940.0,90770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158109,Periam,1.7427208E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108963,Oras Seini,1.4037133E7,4501514.0,2.6572836E7,0.0,0.0,0.0,0.0,64414.0,0.0
125347,Municipiul Slatina,7.0794729E7,1.34800743E8,9147662.0,1.6042964E7,3.416001285E9,8.7881312E7,0.0,7609384.0,188046.0
174496,Titesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68002,Manesti,0.0,179890.0,0.0,0.0,0.0,0.0,0.0,27507.0,0.0
174502,Diculesti,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149931,Pojorata,3244826.0,0.0,8159310.0,0.0,0.0,0.0,0.0,6757.0,0.0
166315,Tatarani,0.0,21269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18858,Stoenesti,0.0,401124.0,9386468.0,0.0,0.0,0.0,0.0,0.0,0.0
92587,Modelu,62492.0,46950.0,207328.0,0.0,0.0,0.0,0.0,176466.0,0.0
51626,Brebu,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,1026990.0,0.0
100781,Adunatii-Copaceni,6503396.0,110279.0,0.0,0.0,0.0,0.0,0.0,22547.0,553023.0
174511,Lacusteni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59826,Taga,2395825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117177,Gornesti,339545.0,276515.0,2664766.0,0.0,0.0,0.0,0.0,2615710.0,0.0
133562,Gornet,1.4163918E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158136,Pietroasa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174520,Mitrofani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27070,Abram,0.0,0.0,1.4323213E7,0.0,0.0,18462.0,0.0,0.0,0.0
84415,Frumoasa,204716.0,323.0,2461814.0,0.0,0.0,0.0,0.0,51143.0,0.0
125374,Slatioara,6182840.0,1015697.0,242512.0,1.047933E7,3778713.0,0.0,0.0,0.0,0.0
35269,Uriu,605357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43466,Jirlau,8023945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109005,Stramtura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10701,Dieci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51662,Brebu Nou,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68048,Matasaru,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149968,Preutesti,0.0,0.0,232827.0,0.0,0.0,0.0,0.0,0.0,0.0
141786,Letca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76255,Fartanesti,519474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100834,Afumati,2.36736402E8,8.7232611E7,366683.0,26680.0,0.0,2.1486724E7,372263.0,0.0,6113376.0
43493,Marasu,22024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158181,Pischia,6042029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59880,Unguras,201153.0,0.0,0.0,0.0,0.0,35450.0,0.0,0.0,0.0
125418,Oras Bals,2.1656713E7,3666649.0,3850478.0,1126668.0,6964017.0,1.02846518E8,0.0,1488187.0,-550000.0
84460,Galautas,0.0,0.0,520756.0,0.0,0.0,0.0,0.0,0.0,0.0
133615,Gornet-Cricov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35312,Urmenis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109041,Suciu De Sus,2268982.0,0.0,1920250.0,0.0,0.0,0.0,0.0,0.0,0.0
51699,Buchin,0.0,0.0,4.9091489E7,0.0,0.0,4.66440823E8,0.0,0.0,0.0
92658,Municipiul Slobozia,1.164364382E9,4677895.0,4776065.0,6.9616353E7,0.0,77245.0,1048479.0,1.7437723E7,0.0
100852,Alexeni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18938,Stolnici,289662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76282,Foltesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100870,Armasesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10765,Ususau,0.0,0.0,150440.0,0.0,0.0,0.0,0.0,0.0,0.0
166413,Todiresti,0.0,0.0,2295443.0,0.0,0.0,0.0,0.0,0.0,0.0
2577,Avram Iancu,0.0,0.0,1223151.0,0.0,0.0,0.0,0.0,0.0,0.0
150043,Putna,0.0,0.0,4471124.0,0.0,0.0,0.0,0.0,0.0,0.0
117275,Grebenisu De Campie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76317,Frumusita,17863.0,0.0,0.0,0.0,0.0,566560.0,0.0,0.0,0.0
92701,Municipiul Fetesti,3117992.0,1.314631E7,2218000.0,0.0,0.0,873884.0,103178.0,2328052.0,322257.0
27169,Abramut,831952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68128,Mogosani,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125472,Municipiul Caracal,1.32053926E8,1.23114981E8,229289.0,0.0,0.0,0.0,0.0,1480362.0,5620.0
158243,Racovita,91946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59942,Vad,1011256.0,9526.0,0.0,0.0,0.0,61436.0,0.0,0.0,0.0
51751,Bucosnita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109096,Sisesti,0.0,0.0,574951.0,0.0,0.0,0.0,0.0,0.0,0.0
43563,Maxineni,417838.0,2.0586358E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125490,Draghiceni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150070,Radaseni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62250.0,0.0
100923,Axintele,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133688,Gura Vadului,3.3654514E7,0.0,0.0,0.0,0.0,3189333.0,0.0,42207.0,0.0
141884,Lozna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19007,Suseni,238290.0,0.0,35025.0,0.0,0.0,0.0,0.0,0.0,0.0
76353,Fundeni,345226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117319,Gurghiu,9213870.0,186582.0,1538798.0,0.0,0.0,0.0,0.0,2260952.0,216561.0
10827,Felnac,0.0,88517.0,0.0,0.0,0.0,0.0,0.0,1471522.0,0.0
27212,Auseu,320897.0,1543644.0,151913.0,0.0,0.0,0.0,0.0,0.0,0.0
84558,Joseni,13932.0,2098657.0,3.0132975E7,0.0,0.0,0.0,1241722.0,0.0,0.0
68182,Moroeni,1252445.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0
133722,Iordacheanu,0.0,0.0,12700.0,0.0,0.0,0.0,0.0,15000.0,0.0
51804,Carasova,0.0,0.0,500261.0,0.0,0.0,61943.0,0.0,0.0,0.0
92765,Oras Tandarei,8.8440717E7,0.0,0.0,1756.0,156155.0,0.0,0.0,0.0,0.0
150114,Rasca,0.0,0.0,1.4832188E7,0.0,0.0,0.0,0.0,521882.0,0.0
35429,Zagra,360748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125542,Oras Corabia,478363.0,5353705.0,0.0,2000.0,0.0,0.0,0.0,170421.0,0.0
100969,Balotesti,1.3226537E7,1.9490838E7,2007190.0,0.0,0.0,0.0,0.0,7.0979924E7,0.0
158314,Oras Recas,1.18467516E8,587339.0,62222.0,343500.0,0.0,0.0,1.1370376E7,100359.0,0.0
43625,Mircea Voda,11568.0,0.0,0.0,0.0,0.0,0.0,0.0,6026.0,0.0
92783,Albesti,72974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84594,Lazarea,0.0,0.0,5605582.0,0.0,518487.0,0.0,0.0,11695.0,0.0
76406,Ghidigeni,0.0,0.0,11160.0,0.0,0.0,0.0,0.0,0.0,0.0
10872,Ghioroc,4343620.0,1301321.0,179089.0,0.0,0.0,7202187.0,0.0,0.0,0.0
141946,Marca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109176,Oras Somcuta Mare,6149518.0,901479.0,1.1647852E7,0.0,0.0,111749.0,0.0,0.0,0.0
60026,Valea Ierii,0.0,0.0,31810.0,0.0,0.0,0.0,0.0,0.0,0.0
51840,Carbunari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166529,Tutova,37540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43652,Movila Miresii,1272525.0,3132866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101001,Baneasa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35288.0
84629,Lueta,464807.0,0.0,6139613.0,0.0,0.0,0.0,0.0,0.0,0.0
27285,Avram Iancu,674163.0,756298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125588,Garcov,0.0,0.0,30104.0,0.0,0.0,0.0,0.0,0.0,0.0
174744,Municipiul Focsani,1.08545839E8,5.65461939E8,4.636801E7,429480.0,0.0,454246.0,1959926.0,2868584.0,4.8331464E7
68253,Morteni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60062,Viisoara,306183.0,137336.0,800.0,0.0,0.0,2421632.0,0.0,0.0,0.0
150178,Sadova,418362.0,0.0,2.0203924E7,0.0,0.0,0.0,0.0,0.0,0.0
133795,Izvoarele,448806.0,0.0,1.1740692E7,3310978.0,0.0,0.0,0.0,0.0,0.0
10916,Graniceri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51877,Constantin Daicoviciu,1.2262553E7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92836,Oras Amara,5454778.0,2649039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19114,Stefan Cel Mare,1.2708252E7,0.0,2125393.0,0.0,0.0,0.0,0.0,0.0,0.0
84656,Lunca De Jos,9393162.0,0.0,1.7175746E7,0.0,0.0,0.0,0.0,0.0,0.0
43698,Racovita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117426,Hodac,78075.0,0.0,1.1609434E7,0.0,0.0,0.0,0.0,0.0,0.0
142006,Maeriste,0.0,0.0,161508.0,0.0,0.0,282588.0,0.0,0.0,0.0
150196,Satu Mare,227657.0,0.0,2480681.0,0.0,0.0,0.0,0.0,0.0,0.0
125622,Oras Draganesti-Olt,307063.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68280,Nucet,0.0,0.0,2321643.0,0.0,0.0,0.0,0.0,925981.0,0.0
158396,Remetea Mare,1.6051468E7,1.0564951E7,146297.0,103672.0,0.0,1.26198346E8,0.0,134218.0,0.0
174780,Campineanca,462199.0,0.0,4560.0,0.0,0.0,247347.0,0.0,7550.0,0.0
10943,Gurahont,8790006.0,581414.0,6688.0,0.0,0.0,0.0,0.0,76625.0,0.0
27329,Balc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101056,Barcanesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60099,Vultureni,0.0,0.0,0.0,12725.0,0.0,0.0,0.0,21140.0,0.0
19141,Suici,198991.0,0.0,195000.0,0.0,0.0,0.0,0.0,0.0,0.0
92872,Andrasesti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150221,Siminicea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76497,Gohor,2668251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109265,Oras Ulmeni,2466057.0,5198634.0,0.0,0.0,0.0,0.0,0.0,107356.0,21655.0
43732,Ramnicelu,0.0,0.0,156489.0,0.0,0.0,0.0,0.0,0.0,0.0
101083,Belciugatele,0.0,0.0,219415.0,5242.0,0.0,3.0176528E7,0.0,0.0,0.0
125659,Babiciu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68324,Ocnita,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133866,Jugureni,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0
92907,Balaciu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174824,Golesti,167380.0,2884661.0,5044059.0,0.0,0.0,95911.0,0.0,337370.0,0.0
51948,Ciclova Romana,0.0,0.0,1534814.0,0.0,0.0,0.0,0.0,0.0,0.0
125677,Baldovinesti,0.0,3583000.0,0.0,255355.0,0.0,0.0,0.0,0.0,0.0
166636,Valeni,1.3945605E8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150258,Slatina,0.0,0.0,2.4956936E7,0.0,0.0,0.0,0.0,0.0,0.0
158449,Sacosu Turcesc,1093251.0,856839.0,881245.0,27923.0,0.0,0.0,0.0,0.0,0.0
27383,Batar,125019.0,0.0,0.0,0.0,0.0,0.0,19209.0,0.0,0.0
